,author,url,date,rating,review,year,review_length,scores,compound_scores,labels
3124,williammelnyk,https://www.imdb.com/review/rw7034303/?ref_=tt_urv,2021-06-16,1.0,One of the worst films ever made,2021,32,"{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
3125,WiseMan,https://www.imdb.com/review/rw7073770/?ref_=tt_urv,2021-06-29,7.0,Nearly not perfect,2021,18,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.4585}",-0.4585,negative
3126,wernerdb,https://www.imdb.com/review/rw6675126/?ref_=tt_urv,2021-03-08,1.0,Confused,2021,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
3127,angusmayall,https://www.imdb.com/review/rw6108934/?ref_=tt_urv,2020-09-19,3.0,Obnoxiously Complex with the Occasional Saving Grace,2020,52,"{'neg': 0.297, 'neu': 0.45, 'pos': 0.252, 'compound': -0.128}",-0.128,negative
3128,sinanisler,https://www.imdb.com/review/rw6405786/?ref_=tt_urv,2020-12-26,1.0,please remove sci-fi from title and add fantasy,2020,47,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,positive
3129,lewis,https://www.imdb.com/review/rw6022270/?ref_=tt_urv,2020-08-24,10.0,Nolan does it again,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3130,RareMD,https://www.imdb.com/review/rw6125471/?ref_=tt_urv,2020-09-26,9.0,A bomb,2020,6,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
3131,loddertje,https://www.imdb.com/review/rw6051462/?ref_=tt_urv,2020-08-31,4.0,Nolan out-Nolaned himself,2020,25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3132,Manj,https://www.imdb.com/review/rw6400609/?ref_=tt_urv,2020-12-25,4.0,Not an enjoyable experience,2020,27,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
3133,dickassman,https://www.imdb.com/review/rw6379136/?ref_=tt_urv,2020-12-19,6.0,What the hell did I just watch?,2020,31,"{'neg': 0.479, 'neu': 0.521, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
3134,tyrionschrute,https://www.imdb.com/review/rw6524442/?ref_=tt_urv,2021-01-25,7.0,Not as good as other Christopher Nolan Movie ...,2021,48,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
3135,kaleblatham,https://www.imdb.com/review/rw6722418/?ref_=tt_urv,2021-03-20,10.0,Christopher Nolan movie is awesome,2021,34,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
3136,ermbal,https://www.imdb.com/review/rw6041225/?ref_=tt_urv,2020-08-29,7.0,By far the worst Nolan movie,2020,28,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
3137,wesleyvanauken,https://www.imdb.com/review/rw6797597/?ref_=tt_urv,2021-04-10,10.0,Wow,2021,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,positive
3138,rindamease,https://www.imdb.com/review/rw6119270/?ref_=tt_urv,2020-09-24,1.0,What did he say?,2020,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3139,jebyvyson,https://www.imdb.com/review/rw6904415/?ref_=tt_urv,2021-05-11,7.0,"Complicated to watch, but mind-blowing to see.",2021,46,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3140,manbaloch,https://www.imdb.com/review/rw6073346/?ref_=tt_urv,2020-09-07,10.0,no word to describe,2020,19,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
3141,xteuntje,https://www.imdb.com/review/rw6586428/?ref_=tt_urv,2021-02-11,8.0,"Nolan, u good?",2021,14,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
3142,nlgthunder,https://www.imdb.com/review/rw6462779/?ref_=tt_urv,2021-01-10,7.0,A good idea that could've been developed and explained better,2021,61,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.7003,positive
3143,albara,https://www.imdb.com/review/rw7762486/?ref_=tt_urv,2022-01-16,10.0,Absolutely phenomenal,2022,21,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3144,dalepanzer,https://www.imdb.com/review/rw6842846/?ref_=tt_urv,2021-04-23,2.0,Ambient Sounds and Musical,2021,26,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3145,navreview,https://www.imdb.com/review/rw6803176/?ref_=tt_urv,2021-04-11,9.0,Nothing less than what I expected from Christopher Nolan,2021,56,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3146,bohumilcambalik,https://www.imdb.com/review/rw6106057/?ref_=tt_urv,2020-09-18,1.0,This is what madness looks like,2020,31,"{'neg': 0.309, 'neu': 0.426, 'pos': 0.266, 'compound': -0.1027}",-0.1027,negative
3147,Jack_C_,https://www.imdb.com/review/rw6986175/?ref_=tt_urv,2021-05-31,7.0,Quite a trip!,2021,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3148,inacan,https://www.imdb.com/review/rw8186377/?ref_=tt_urv,2022-05-29,3.0,Soulless.,2022,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3149,taimaz,https://www.imdb.com/review/rw6047090/?ref_=tt_urv,2020-08-30,10.0,great! No Spoilers,2020,18,"{'neg': 0.29, 'neu': 0.132, 'pos': 0.579, 'compound': 0.4926}",0.4926,positive
3150,film_buff_,https://www.imdb.com/review/rw6056625/?ref_=tt_urv,2020-09-02,4.0,Noise and Mumbling,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3151,tmansreviews,https://www.imdb.com/review/rw6447272/?ref_=tt_urv,2021-01-05,8.0,My rating will almost definitely increase upon repeat viewings.,2021,63,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5313}",0.5313,positive
3152,cjgarrett,https://www.imdb.com/review/rw6076616/?ref_=tt_urv,2020-09-08,6.0,Disappointing and slightly predictable,2020,38,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
3153,jonaskolmodin,https://www.imdb.com/review/rw6455001/?ref_=tt_urv,2021-01-08,9.0,Another Classic!,2021,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3154,rawena_bll,https://www.imdb.com/review/rw6349418/?ref_=tt_urv,2020-12-08,6.0,"It could be really good, but it's not.",2020,38,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.2724}",0.2724,positive
3155,wadeswaxmuseum,https://www.imdb.com/review/rw7460191/?ref_=tt_urv,2021-10-19,10.0,Met my expectations.,2021,20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3156,calvinharrisq,https://www.imdb.com/review/rw6539509/?ref_=tt_urv,2021-01-29,1.0,Cure for insomnia.,2021,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3157,mapasha,https://www.imdb.com/review/rw7085121/?ref_=tt_urv,2021-07-03,1.0,Massive disappointment,2021,22,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
3158,tvdefrancesco,https://www.imdb.com/review/rw6878493/?ref_=tt_urv,2021-05-04,10.0,Raised Review From 8 to 10 After Second Watch,2021,45,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3159,prakharmodi,https://www.imdb.com/review/rw6394009/?ref_=tt_urv,2020-12-24,1.0,Overhyped,2020,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3160,sntvcn,https://www.imdb.com/review/rw6041372/?ref_=tt_urv,2020-08-29,5.0,Nolan's Bond film,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3161,guillevica,https://www.imdb.com/review/rw6376237/?ref_=tt_urv,2020-12-18,8.0,twice,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3162,tesinaa,https://www.imdb.com/review/rw6137823/?ref_=tt_urv,2020-09-30,3.0,"Good concept, poor realization",2020,30,"{'neg': 0.388, 'neu': 0.25, 'pos': 0.362, 'compound': -0.0516}",-0.0516,negative
3163,bchminer,https://www.imdb.com/review/rw6065145/?ref_=tt_urv,2020-09-05,1.0,The end of cinema,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3164,SimonD,https://www.imdb.com/review/rw6770047/?ref_=tt_urv,2021-04-02,6.0,Cool movie,2021,10,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,positive
3165,dangodaydreams,https://www.imdb.com/review/rw6318158/?ref_=tt_urv,2020-11-28,1.0,"Over complicated, pretentious, obnoxious, and annoying Nolan worshipping",2020,72,"{'neg': 0.429, 'neu': 0.376, 'pos': 0.195, 'compound': -0.4767}",-0.4767,negative
3166,Rebul,https://www.imdb.com/review/rw6028950/?ref_=tt_urv,2020-08-26,6.0,A true cinematic experience,2020,27,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,positive
3167,mrzzozy,https://www.imdb.com/review/rw6040126/?ref_=tt_urv,2020-08-29,10.0,Nolan is a fu**ng God,2020,21,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.2732,positive
3168,mujtabasaif,https://www.imdb.com/review/rw6357560/?ref_=tt_urv,2020-12-12,7.0,A tricky movie,2020,14,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.1531}",-0.1531,negative
3169,simon,https://www.imdb.com/review/rw6363652/?ref_=tt_urv,2020-12-13,9.0,Don't try to understand it...,2020,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3170,martenekman,https://www.imdb.com/review/rw6110310/?ref_=tt_urv,2020-09-20,1.0,Ok I get it allready! Christopher Nolan is a super genious.,2020,59,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.75}",0.75,positive
3171,wilhelminajgawan,https://www.imdb.com/review/rw6056867/?ref_=tt_urv,2020-09-02,8.0,Good movie,2020,10,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
3172,rizaozal,https://www.imdb.com/review/rw6522092/?ref_=tt_urv,2021-01-24,3.0,Tiring and unnecessarily long.,2021,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3173,hossamsy,https://www.imdb.com/review/rw6890006/?ref_=tt_urv,2021-05-08,5.0,Whoever did this movie this way is a donkey,2021,43,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3174,stankovskialeksandar,https://www.imdb.com/review/rw6345789/?ref_=tt_urv,2020-12-07,3.0,Nothing to see,2020,14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3175,jakobmp,https://www.imdb.com/review/rw6062709/?ref_=tt_urv,2020-09-04,4.0,Too many mistakes and rule breaks,2020,33,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
3176,Egi,https://www.imdb.com/review/rw6176652/?ref_=tt_urv,2020-10-14,5.0,A paradox of a paradox...,2020,25,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027}",-0.1027,negative
3177,rroncevic,https://www.imdb.com/review/rw6456633/?ref_=tt_urv,2021-01-09,10.0,"WTF?! So strange, but in a good way.",2021,36,"{'neg': 0.145, 'neu': 0.468, 'pos': 0.388, 'compound': 0.5567}",0.5567,positive
3178,abuffyfan,https://www.imdb.com/review/rw6074313/?ref_=tt_urv,2020-09-08,3.0,Pretentious nonsense,2020,20,"{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
3179,Megan_Shida,https://www.imdb.com/review/rw6483605/?ref_=tt_urv,2021-01-16,7.0,"Stylish, Beautiful Action. Overly Complicated Plot.",2021,51,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}",0.5994,positive
3180,AndreaWeaver,https://www.imdb.com/review/rw7829924/?ref_=tt_urv,2022-02-03,6.0,A Confusing Spectacle,2022,21,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
3181,visionandyouth,https://www.imdb.com/review/rw6350719/?ref_=tt_urv,2020-12-09,10.0,Tenet Reigns Supreme,2020,20,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574}",0.5574,positive
3182,nathanwiens,https://www.imdb.com/review/rw6030460/?ref_=tt_urv,2020-08-27,10.0,A masterpiece that requires two viewings,2020,40,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
3183,mrmemory,https://www.imdb.com/review/rw6324510/?ref_=tt_urv,2020-11-30,5.0,Far to complicating,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3184,bratislava,https://www.imdb.com/review/rw6582502/?ref_=tt_urv,2021-02-10,5.0,Overly complicated,2021,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3185,sclarke,https://www.imdb.com/review/rw6062437/?ref_=tt_urv,2020-09-04,9.0,"A film that requires multiple viewings, and an understanding",2020,60,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3186,ayushparasar,https://www.imdb.com/review/rw6776326/?ref_=tt_urv,2021-04-03,8.0,An acquired taste,2021,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3187,brokenarrow_,https://www.imdb.com/review/rw6806993/?ref_=tt_urv,2021-04-12,5.0,naloN rehpotsirhC yb mlif tsroW (Worst film by Christopher Nolan),2021,65,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3188,Stefan_Loves_Movies,https://www.imdb.com/review/rw7914347/?ref_=tt_urv,2022-03-03,7.0,FRUSTRATING!...,2022,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3189,bethlori,https://www.imdb.com/review/rw6826514/?ref_=tt_urv,2021-04-18,7.0,C. Nolan's most confusing movie yet!!!,2021,38,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.4712}",-0.4712,negative
3190,antivirusimdb,https://www.imdb.com/review/rw6142101/?ref_=tt_urv,2020-10-02,8.0,Good one!,2020,9,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.4926}",0.4926,positive
3191,Naoufel_Boucetta,https://www.imdb.com/review/rw6347203/?ref_=tt_urv,2020-12-08,7.0,Not Nolan's best but still holds his unique directorial style,2020,61,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.2924}",-0.2924,negative
3192,ethlaid,https://www.imdb.com/review/rw6893828/?ref_=tt_urv,2021-05-08,7.0,Complicated and Complex,2021,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3193,IsThatJoseph,https://www.imdb.com/review/rw6048904/?ref_=tt_urv,2020-08-31,7.0,A movie that requires subtitles,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3194,snelson,https://www.imdb.com/review/rw7061221/?ref_=tt_urv,2021-06-25,1.0,Worst movie ever made,2021,21,"{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
3195,dougal,https://www.imdb.com/review/rw6035755/?ref_=tt_urv,2020-08-28,9.0,Confusingly dazzling,2020,20,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}",-0.34,negative
3196,Chrimle,https://www.imdb.com/review/rw6116302/?ref_=tt_urv,2020-09-22,7.0,Quarantined protagonist,2020,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3197,tux,https://www.imdb.com/review/rw6323921/?ref_=tt_urv,2020-11-30,2.0,Just plain awful,2020,16,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.4588}",-0.4588,negative
3198,mattandsharon,https://www.imdb.com/review/rw6029703/?ref_=tt_urv,2020-08-26,3.0,My brain hurts,2020,14,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
3199,boyvuive,https://www.imdb.com/review/rw6077456/?ref_=tt_urv,2020-09-09,10.0,I'm really happy that i was born in time with Nolan,2020,51,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.6115}",0.6115,positive
3200,trietsch,https://www.imdb.com/review/rw6118616/?ref_=tt_urv,2020-09-23,6.0,Good plot but bad soundtrack,2020,28,"{'neg': 0.49, 'neu': 0.309, 'pos': 0.201, 'compound': -0.5859}",-0.5859,negative
3201,jshukaliak,https://www.imdb.com/review/rw6363609/?ref_=tt_urv,2020-12-13,1.0,So much unnecessary noise,2020,25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3202,leefreeman,https://www.imdb.com/review/rw6439879/?ref_=tt_urv,2021-01-03,9.0,Stunning,2021,8,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,positive
3203,hamkohamo,https://www.imdb.com/review/rw7642050/?ref_=tt_urv,2021-12-13,10.0,Hamko Hamo,2021,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3204,yazanhd,https://www.imdb.com/review/rw6334114/?ref_=tt_urv,2020-12-03,1.0,Too complicated,2020,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3205,carstenlilge,https://www.imdb.com/review/rw6089319/?ref_=tt_urv,2020-09-12,1.0,A movie that needs to be watched twice is simply bad,2020,52,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
3206,saki_agio,https://www.imdb.com/review/rw6354732/?ref_=tt_urv,2020-12-11,3.0,Pretentious and without any feeling,2020,35,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.0951}",-0.0951,negative
3207,sme,https://www.imdb.com/review/rw6691230/?ref_=tt_urv,2021-03-13,8.0,Excellent Nonsense,2021,18,"{'neg': 0.422, 'neu': 0.0, 'pos': 0.578, 'compound': 0.25}",0.25,positive
3208,thijshoebers,https://www.imdb.com/review/rw6075210/?ref_=tt_urv,2020-09-08,1.0,Nolan's first major flaw,2020,24,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3209,igl,https://www.imdb.com/review/rw6383228/?ref_=tt_urv,2020-12-20,8.0,Well... pff,2020,11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3210,Drawmort,https://www.imdb.com/review/rw7094931/?ref_=tt_urv,2021-07-05,8.0,Nolan did it again!,2021,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3211,mtntthomas,https://www.imdb.com/review/rw6571365/?ref_=tt_urv,2021-02-07,1.0,"Only thing good about it, is its in colour",2021,42,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive
3212,Nick_Milligan,https://www.imdb.com/review/rw6223715/?ref_=tt_urv,2020-11-01,7.0,"7 stars for the staging, but Nolan has jumped the shark...",2020,58,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3213,lordbrianturbo,https://www.imdb.com/review/rw6029059/?ref_=tt_urv,2020-08-26,4.0,Rewind special effects,2020,22,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,positive
3214,pdc,https://www.imdb.com/review/rw8384692/?ref_=tt_urv,2022-07-30,4.0,No one talks like this,2022,22,"{'neg': 0.286, 'neu': 0.39, 'pos': 0.325, 'compound': 0.0772}",0.0772,positive
3215,rbnlrk,https://www.imdb.com/review/rw8249385/?ref_=tt_urv,2022-06-18,10.0,Back in time,2022,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3216,awaydayfootball,https://www.imdb.com/review/rw6904350/?ref_=tt_urv,2021-05-11,5.0,Nice looking movie but what the hell was going on?!,2021,51,"{'neg': 0.403, 'neu': 0.482, 'pos': 0.115, 'compound': -0.7777}",-0.7777,negative
3217,timstjames,https://www.imdb.com/review/rw8235014/?ref_=tt_urv,2022-06-13,9.0,This isn't one of Nolan's most satisfying films,2022,47,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5095}",0.5095,positive
3218,nihilist,https://www.imdb.com/review/rw6429519/?ref_=tt_urv,2021-01-01,1.0,I'm drowning in dialogue...,2021,27,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3219,jackbanister,https://www.imdb.com/review/rw6474503/?ref_=tt_urv,2021-01-14,6.0,Huh?,2021,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3220,nevada,https://www.imdb.com/review/rw6064123/?ref_=tt_urv,2020-09-05,1.0,Headache of a movie,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3221,jordenrez,https://www.imdb.com/review/rw6137512/?ref_=tt_urv,2020-09-30,10.0,Truly amazing,2020,13,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7717}",0.7717,positive
3222,michael,https://www.imdb.com/review/rw6394292/?ref_=tt_urv,2020-12-24,4.0,"Turns from boring to interesting, but to late.",2020,46,"{'neg': 0.174, 'neu': 0.632, 'pos': 0.195, 'compound': 0.0516}",0.0516,positive
3223,saeedozsg,https://www.imdb.com/review/rw6212133/?ref_=tt_urv,2020-10-28,1.0,Nolan??,2020,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3224,wlee,https://www.imdb.com/review/rw8401964/?ref_=tt_urv,2022-08-05,6.0,"Excels in technical filmaking, drags in storyline",2022,49,"{'neg': 0.167, 'neu': 0.49, 'pos': 0.343, 'compound': 0.4215}",0.4215,positive
3225,wiseclown,https://www.imdb.com/review/rw6102319/?ref_=tt_urv,2020-09-17,8.0,Does it live up to the hype?,2020,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3226,mariocordova,https://www.imdb.com/review/rw6564513/?ref_=tt_urv,2021-02-05,3.0,Absurd,2021,6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3227,dariamar,https://www.imdb.com/review/rw7381219/?ref_=tt_urv,2021-09-26,2.0,Made me feel dumb,2021,17,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
3228,milosdad,https://www.imdb.com/review/rw6396555/?ref_=tt_urv,2020-12-25,5.0,Too convoluted.,2020,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3229,liamshirazi,https://www.imdb.com/review/rw6970303/?ref_=tt_urv,2021-05-27,10.0,Awesome science fiction,2021,23,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
3230,gallagherjosh,https://www.imdb.com/review/rw6371880/?ref_=tt_urv,2020-12-16,6.0,Sound is frustrating. Plot is frustrating. The macguffin is frustrating.,2020,72,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.8271}",-0.8271,negative
3231,Steve_Holt_,https://www.imdb.com/review/rw6055093/?ref_=tt_urv,2020-09-02,9.0,If you didnt get it maybe it's you thats dumb and not the movie,2020,63,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
3232,ashkanxfx,https://www.imdb.com/review/rw6020214/?ref_=tt_urv,2020-08-23,7.0,A Very Good Netflix Film,2020,24,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,positive
3233,Britsahil,https://www.imdb.com/review/rw6049473/?ref_=tt_urv,2020-08-31,9.0,Convulated and entertaining,2020,27,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
3234,seraph,https://www.imdb.com/review/rw6119790/?ref_=tt_urv,2020-09-24,7.0,A quick summary,2020,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3235,icocade,https://www.imdb.com/review/rw6342050/?ref_=tt_urv,2020-12-06,1.0,What the...?,2020,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3236,macdaddy,https://www.imdb.com/review/rw6372063/?ref_=tt_urv,2020-12-16,10.0,Loved it but had to overcome the audio issue,2020,44,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.3506}",0.3506,positive
3237,meijerjordi,https://www.imdb.com/review/rw6030700/?ref_=tt_urv,2020-08-27,7.0,Sci fi Bond movie that doesn't really make sense,2020,48,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3238,alwynevans,https://www.imdb.com/review/rw6062958/?ref_=tt_urv,2020-09-04,9.0,A film that is definitely meant to be experienced by everyone.,2020,62,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,positive
3239,kia,https://www.imdb.com/review/rw6381296/?ref_=tt_urv,2020-12-19,1.0,Blahhhhh,2020,8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3240,gnspda,https://www.imdb.com/review/rw6318845/?ref_=tt_urv,2020-11-28,5.0,All Christopher Nolan movies are not excellent,2020,46,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4585}",-0.4585,negative
3241,krisnadexter,https://www.imdb.com/review/rw6699822/?ref_=tt_urv,2021-03-16,9.0,Watch This More Than Once,2021,25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3242,onurmems,https://www.imdb.com/review/rw6598046/?ref_=tt_urv,2021-02-15,4.0,Nolan worst film to date,2021,24,"{'neg': 0.506, 'neu': 0.494, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
